ID,ell_light_uk,ell_moist_uk,ell_pH_uk,ell_N,li_form_B,ros,reprod_B,strategy,self_st,Breeding_sys,flw_muell,poll_vect_B,MycoFlor
Liparis loeselii,8.0,8.0,7.0,2.0,G,g,sv,csr,SC,AO,B,se,OM
Listera cordata,,,,,G,r,sv,csr,SC,AFXF,Hi,se,OM
Listera ovata,,,,,G,r,sv,csr,SC,AFXF,Hi,se,OM
Lithospermum officinale,6.0,4.0,8.0,5.0,H,r,s,c,,,H,se,FM
Littorella uniflora,7.0,10.0,5.0,2.0,A,g,sv,csr,SC,XF,Wb,wi,OM
Lloydia serotina,7.0,5.0,5.0,1.0,G,h,vvs,s,SC,AF,ADe,se,OM
Lobelia dortmanna,8.0,12.0,5.0,1.0,A,h,s,,SC,AF,B,se,OM
Loiseleuria procumbens,,,,,S,r,s,cs,SC,AFXF,A,se,OM
Lolium multiflorum,7.0,4.0,7.0,7.0,H,h,s,c,SI,X,W,wi,OM
Lolium perenne,8.0,5.0,6.0,6.0,H,h,s,c,I+,X,W,wi,OM
Lolium temulentum,7.0,4.0,7.0,6.0,T,h,s,cr,SC,AO,W,se,FM
Lonicera alpigena,,,,,N,r,s,c,SC,AFXF,B,se,OM
Lonicera caerulea,,,,,N,r,s,c,SC,AFXF,BH,se,OM
Lonicera periclymenum,5.0,5.0,3.0,4.0,N,r,s,c,SC,AFXF,Fn,se,OM
Lonicera tatarica,,,,,N,r,s,c,SC,AFXF,B,se,OM
Lonicera xylosteum,4.0,5.0,7.0,6.0,N,r,s,c,SC,AFXF,Hh,se,FM
Lotus corniculatus,7.0,4.0,6.0,2.0,H,r,ssv,csr,SC,X,Hb,in,FM
Lotus pedunculatus,7.0,8.0,4.0,4.0,H,r,sv,csr,SI,X,Hb,in,OM
Lotus tenuis,7.0,7.0,7.0,4.0,H,r,s,cs,SI,X,Hb,in,OM
Ludwigia palustris,8.0,9.0,4.0,4.0,H,r,sv,csr,SC,AO,A,se,OM
Lupinus albus,,,,,T,h,s,,SC,AF,H,se,NM
Lupinus angustifolius,,,,,T,h,s,cr,SC,AO,H,se,FM
Lupinus luteus,,,,,T,h,s,cr,SC,X,H,se,FM
Lupinus polyphyllus,7.0,5.0,4.0,5.0,H,h,s,c,SC,XF,H,se,FM
Luzula campestris,7.0,4.0,3.0,2.0,H,h,sv,csr,SC,XF,W,wi,FM
Luzula luzuloides,4.0,5.0,3.0,4.0,H,h,sv,cs,SC,AFXF,W,wi,NM
Luzula multiflora,7.0,4.0,3.0,3.0,H,h,sv,cs,SC,XF,W,wi,NM
Luzula nivea,,,,,H,h,sv,cs,SC,AFXF,W,wi,NM
Luzula pilosa,2.0,5.0,4.0,3.0,H,h,sv,csr,SC,XF,W,wi,FM
Luzula spicata,8.0,4.0,3.0,1.0,H,h,sv,csr,SC,XF,W,wi,FM
Luzula sudetica,,,,,H,h,sv,csr,SC,AF,W,wi,NM
Luzula sylvatica,4.0,5.0,3.0,4.0,H,h,sv,c,SC,XF,W,wi,FM
Lychnis flos-cuculi,,,,,H,h,sv,csr,SC,XF,HFt,se,FM
Lychnis viscaria,7.0,3.0,4.0,2.0,H,h,s,csr,SC,XF,Ft,se,NM
Lycium barbarum,8.0,5.0,7.0,4.0,N,r,sv,c,,,B,se,OM
Lycopersicon esculentum,,,,,T,r,s,cr,SC,AO,Po,se,OM
Lycopodiella inundata,8.0,9.0,2.0,1.0,C,r,sv,cs,,,,,FM
Lycopodium annotinum,3.0,6.0,2.0,3.0,C,r,sv,cs,,X,,,FM
Lycopodium clavatum,7.0,4.0,1.0,2.0,C,r,sv,cs,,X,,,FM
Lycopus europaeus,6.0,8.0,7.0,6.0,H,r,sv,cs,SC,XF,BD,in,FM
Lysimachia nemorum,2.0,7.0,4.0,5.0,C,r,sv,cs,SI,X,Po,se,FM
Lysimachia nummularia,4.0,6.0,5.0,5.0,H,r,vvs,csr,I+,X,Po,in,FM
Lysimachia thyrsiflora,6.0,10.0,4.0,3.0,G,r,sv,cs,SI,X,Po,ge,FM
Lysimachia vulgaris,6.0,8.0,5.0,5.0,G,r,sv,cs,SI,X,Po,se,FM
Lythrum hyssopifolia,8.0,7.0,3.0,4.0,T,r,ssv,sr,SC,AF,B,se,NM
Lythrum salicaria,7.0,8.0,6.0,5.0,H,r,ssv,cs,SI,X,B,se,FM
Macleaya cordata,,,,,G,r,sv,c,,,Po,wi,OM
Mahonia aquifolium,5.0,4.0,6.0,5.0,N,r,sv,c,SC,X,AB,se,OM
Maianthemum bifolium,3.0,5.0,3.0,3.0,G,r,sv,s,SI,X,PoA,se,FM
Malaxis monophyllos,,,,,G,r,sv,csr,SC,AFXF,AB,in,OM
Malus domestica,,,,,M,r,ssv,c,I+,X,AB,in,OM
Malus sylvestris,-7.0,5.0,7.0,5.0,M,r,ssv,c,I+,X,AB,in,OM
Malva neglecta,7.0,4.0,7.0,7.0,H,h,s,cr,SC,AFXF,B,se,OM
Malva sylvestris,8.0,4.0,7.0,7.0,H,h,s,c,SC,XF,B,in,OM
Marrubium vulgare,9.0,4.0,7.0,8.0,C,r,s,csr,SC,AFXF,H,se,OM
Marsilea quadrifolia,,,,,A,r,sv,,I+,X,,,FM
Matricaria discoidea,7.0,5.0,6.0,7.0,T,h,s,r,SC,AF,B`,se,OM
Matricaria recutita,7.0,5.0,7.0,7.0,H,h,s,r,,,B`,in,FM
Matteuccia struthiopteris,4.0,7.0,7.0,7.0,C,g,sv,cs,,,,,FM
Matthiola incana,9.0,3.0,8.0,2.0,T,h,s,cr,SC,AFXF,B,se,FM
Medicago falcata,,,,,H,r,sv,cs,,,H,in,OM
Medicago lupulina,7.0,4.0,7.0,4.0,H,h,sv,csr,SC,AF,H,se,OM
Medicago minima,9.0,3.0,7.0,2.0,H,h,s,sr,SC,AO,H,se,OM
Medicago polymorpha,9.0,4.0,5.0,5.0,T,r,s,r,SC,AF,H,se,OM
Melampyrum arvense,7.0,3.0,8.0,3.0,T,r,s,cr,SC,XF,Hh,in,NM
Melampyrum cristatum,6.0,3.0,7.0,2.0,T,r,s,cr,SC,AFXF,Hh,se,NM
Melampyrum nemorosum,,,,,T,r,s,cr,SC,AFXF,Hh,se,FM
Melampyrum pratense,5.0,5.0,2.0,2.0,T,r,s,cr,SC,AF,Hh,se,FM
Melampyrum sylvaticum,4.0,5.0,2.0,2.0,T,r,s,cr,SC,AFXF,Hh,se,NM
Melica altissima,,,,,H,h,sv,c,,,W,wi,OM
Melica ciliata,,,,,H,h,sv,cs,,,W,wi,OM
Melica nutans,4.0,4.0,6.0,3.0,G,h,sv,cs,,,W,wi,FM
Melica transsilvanica,,,,,H,h,sv,cs,,,W,wi,OM
Melica uniflora,3.0,5.0,6.0,5.0,G,h,sv,c,,,W,wi,FM
Melilotus albus,9.0,3.0,7.0,4.0,H,r,s,cr,SC,AF,H,se,OM
Melilotus indicus,9.0,4.0,7.0,6.0,T,r,s,r,SC,AF,H,se,OM
Melilotus officinalis,,,,,H,r,s,cr,SC,X,H,se,OM
Melissa officinalis,6.0,4.0,7.0,5.0,H,r,sv,c,SC,AFXF,H,se,OM
Melittis melissophyllum,5.0,4.0,6.0,3.0,H,r,sv,c,SC,XF,HhFn,in,FM
Mentha aquatica,7.0,8.0,7.0,5.0,H,r,sv,cs,SC,XF,BD,in,FM
Mentha arvensis,6.0,7.0,5.0,6.0,H,r,sv,c,SC,XF,BD,in,FM
Mentha longifolia,,,,,H,r,sv,c,SC,XF,BD,in,OM
Mentha pulegium,8.0,7.0,5.0,6.0,H,r,sv,csr,SC,XF,BD,in,OM
Mentha spicata,7.0,8.0,7.0,7.0,H,r,sv,c,SC,XF,BD,in,OM
Menyanthes trifoliata,7.0,10.0,4.0,3.0,A,r,vvs,cs,SI,X,B,se,FM
Mercurialis annua,7.0,4.0,7.0,7.0,T,r,s,r,SC,X,W,wi,OM
Mercurialis perennis,2.0,5.0,7.0,7.0,G,r,sv,cs,,X,W,wi,FM
Milium effusum,4.0,5.0,5.0,5.0,H,r,sv,cs,SC,AFXF,W,wi,FM
Mimulus guttatus,7.0,9.0,6.0,6.0,H,r,sv,cs,SC,XF,H,se,FM
Minuartia hybrida,9.0,3.0,8.0,3.0,T,r,s,sr,SC,AFXF,AB,se,OM
Minuartia verna,8.0,4.0,7.0,1.0,C,r,s,s,SC,AFXF,AB,se,NM
Moehringia trinervia,4.0,5.0,6.0,6.0,H,r,s,csr,SC,AF,AB,se,NM
Molinia arundinacea,,,,,H,g,ssv,cs,I+,X,W,wi,FM
Molinia caerulea,6.0,7.0,3.0,2.0,H,g,ssv,cs,I+,X,W,wi,OM
Moneses uniflora,4.0,5.0,4.0,1.0,C,g,sv,s,SC,AFXF,BD,se,OM
Monotropa hypopitys,3.0,5.0,4.0,2.0,G,r,sv,,SC,AO,BHh,se,OM
Montia fontana,7.0,9.0,4.0,3.0,H,r,sv,sr,SC,AO,A,pk,FM
Muscari botryoides,,,,,G,r,sv,csr,I+,X,Hb,se,OM
Muscari comosum,7.0,3.0,7.0,4.0,G,g,sv,csr,,,Hb,in,OM
Muscari neglectum,7.0,3.0,7.0,4.0,G,g,sv,csr,,,Hb,in,OM
Muscari tenuiflorum,,,,,G,g,s,csr,,,Hb,se,OM
Mycelis muralis,4.0,5.0,6.0,5.0,H,h,s,csr,SC,AF,B`,se,FM
Myosotis alpestris,8.0,4.0,8.0,2.0,H,h,s,csr,SC,AF,B,se,FM
Myosotis arvensis,6.0,5.0,5.0,6.0,H,h,s,r,SC,AF,B,se,FM
Myosotis decumbens,,,,,H,h,sv,csr,,,B,se,FM
Myosotis discolor,7.0,4.0,4.0,2.0,H,h,s,sr,,,B,se,OM
Myosotis laxa,7.0,9.0,6.0,5.0,H,h,s,csr,,,B,se,OM
Myosotis ramosissima,8.0,2.0,6.0,1.0,H,h,s,sr,,,B,se,FM
Myosotis scorpioides,6.0,8.0,5.0,5.0,H,h,sv,csr,I+,X,B,se,FM
Myosotis sparsiflora,,,,,H,h,s,r,SC,AF,B,se,OM
Myosotis sylvatica,6.0,5.0,6.0,5.0,H,h,sv,csr,SC,AF,B,se,FM
Myosoton aquaticum,6.0,8.0,7.0,8.0,G,r,sv,cs,SC,AFXF,AB,se,FM
Myosurus minimus,8.0,6.0,6.0,5.0,T,g,s,r,SC,AF,A,se,OM
Myrica gale,8.0,9.0,3.0,2.0,N,r,vvs,cs,,X,W,wi,FM
Myriophyllum alterniflorum,7.0,12.0,5.0,3.0,A,r,vvs,,,,W,wi,FM
Myriophyllum spicatum,5.0,12.0,7.0,7.0,A,r,vvs,,,,W,wi,NM
Myrrhis odorata,7.0,5.0,7.0,7.0,H,h,s,c,SC,XF,A,in,OM
Najas minor,,,,,A,r,sv,,SC,AFXF,Hy,wa,NM
Narcissus poeticus,,,,,G,g,sv,csr,,,F,se,OM
Narcissus pseudonarcissus,7.0,5.0,6.0,5.0,G,g,vvs,csr,SI,X,Hh,in,OM
Narcissus radiiflorus,,,,,G,g,sv,csr,,,F,se,OM
Nardus stricta,7.0,6.0,2.0,2.0,H,g,vvs,cs,,,W,wi,OM
Narthecium ossifragum,8.0,9.0,2.0,1.0,H,h,vvs,csr,SC,AF,Po,wi,FM
Nasturtium officinale,7.0,10.0,7.0,7.0,C,r,sv,cs,SC,AO,AB,se,NM
Neottia nidus-avis,2.0,4.0,7.0,5.0,G,r,sv,,SC,AFXF,AB,se,OM
Nepeta cataria,7.0,4.0,7.0,6.0,C,r,s,c,SC,X,H,in,OM
Neslia paniculata,6.0,4.0,7.0,4.0,T,h,s,r,SC,AO,AB,se,NM
Nicotiana rustica,,,,,T,h,s,cr,SC,AO,B,se,OM
Nicotiana tabacum,,,,,T,h,s,cr,SC,AF,F,se,OM
Nigritella nigra,,,,,G,h,s,csr,SC,,F,in,OM
Nuphar lutea,7.0,11.0,7.0,6.0,A,g,sv,,SC,XF,AB,in,NM
Nuphar pumila,7.0,11.0,4.0,2.0,A,g,sv,,SC,XF,AB,in,NM
Nymphaea alba,7.0,11.0,6.0,4.0,A,g,sv,,SC,AF,AB,se,NM
Nymphoides peltata,8.0,11.0,7.0,6.0,A,g,sv,,C+,AFXF,B,in,NM
Odontites luteus,,,,,T,r,s,r,,,H,se,OM
Odontites vernus,6.0,5.0,6.0,5.0,T,r,s,r,SC,AFXF,H,se,NM
Odontites vulgaris,,,,,T,r,s,r,SC,AFXF,H,se,FM
Oenanthe aquatica,7.0,10.0,7.0,6.0,A,h,sv,cs,SC,AFXF,A,se,NM
Oenanthe fistulosa,7.0,9.0,7.0,5.0,A,h,sv,cs,SC,AFXF,A,in,OM
Oenanthe lachenalii,8.0,8.0,8.0,5.0,H,h,s,cs,SC,AFXF,A,se,OM
Oenothera biennis,9.0,4.0,6.0,4.0,H,h,s,cr,SC,AO,FnH,se,OM
Oenothera glazioviana,9.0,3.0,6.0,4.0,H,h,s,cr,SC,XF,FnH,se,OM
Onobrychis arenaria,,,,,H,r,s,cs,,,H,in,OM
Onobrychis viciifolia,7.0,3.0,8.0,3.0,H,r,s,c,I+,X,H,se,OM
Ononis arvensis,,,,,H,r,sv,cs,SC,AFXF,Hb,in,OM
Ononis natrix,,,,,H,r,s,cs,SC,AFXF,Hb,in,OM
Ononis repens,8.0,4.0,6.0,2.0,H,r,s,cs,SC,AFXF,Hb,in,OM
Ononis spinosa,8.0,4.0,7.0,3.0,H,r,s,cs,SC,AFXF,Hb,in,OM
Onopordum acanthium,8.0,4.0,6.0,7.0,H,h,s,cr,,,B`,in,FM
Ophioglossum vulgatum,6.0,7.0,7.0,2.0,G,r,sv,csr,SC,I,,,OM
Ophrys apifera,7.0,4.0,8.0,2.0,G,h,s,csr,SC,AO,Hb,se,OM
Ophrys insectifera,7.0,4.0,8.0,2.0,G,h,s,csr,SC,XF,Hb,in,OM
Ophrys sphegodes,8.0,4.0,9.0,3.0,G,h,s,csr,SC,XF,Hb,in,OM
Orchis coriophora,,,,,G,h,s,csr,SC,XF,Hb,in,OM
Orchis mascula,6.0,4.0,7.0,3.0,G,h,s,csr,SC,XF,BHh,in,OM
Orchis militaris,7.0,3.0,8.0,2.0,G,h,sv,csr,SC,XF,B,in,OM
Orchis morio,,,,,G,h,s,csr,SC,XF,BHh,in,OM
Orchis palustris,,,,,G,h,s,csr,SC,XF,B,in,OM
Orchis purpurea,5.0,4.0,8.0,3.0,G,h,ssv,csr,SC,XF,BHh,in,OM
Orchis simia,8.0,3.0,8.0,2.0,G,h,s,csr,SC,X,B,in,OM
Orchis tridentata,,,,,G,h,s,csr,SC,XF,BHb,in,OM
Orchis ustulata,,,,,G,h,s,csr,SC,XF,F,in,OM
Oreochloa disticha,,,,,H,g,s,csr,,,W,wi,FM
Origanum vulgare,6.0,3.0,7.0,3.0,H,r,sv,csr,SC,XF,B,in,OM
Ornithogalum angustifolium,6.0,3.0,6.0,4.0,G,g,vvs,csr,SI,X,AB,in,OM
Ornithogalum nutans,6.0,4.0,7.0,7.0,G,g,sv,csr,,,AB,se,OM
Ornithogalum pyrenaicum,4.0,5.0,6.0,5.0,G,g,ssv,,,,AB,se,OM
Ornithogalum umbellatum,,,,,G,g,vvs,csr,I+,X,AB,se,FM
Orobanche ramosa,,,,,T,r,s,,SC,AFXF,H,se,FM
Orthilia secunda,4.0,5.0,5.0,2.0,C,r,sv,s,SC,AFXF,B,se,FM
Osmunda regalis,5.0,8.0,4.0,4.0,G,g,s,c,I+,X,,,FM
Oxalis acetosella,1.0,5.0,4.0,4.0,G,r,sv,csr,SC,AF,BD,se,FM
Oxalis corniculata,7.0,4.0,6.0,5.0,H,r,sv,r,SC,AF,B,se,OM
Oxyria digyna,7.0,6.0,5.0,3.0,H,h,sv,csr,,,W,wi,FM
Panicum capillare,8.0,4.0,6.0,6.0,T,h,s,cr,SC,,W,wi,FM
Panicum miliaceum,8.0,4.0,6.0,6.0,T,h,s,cr,SC,AFXF,W,wi,OM
Papaver rhoeas,6.0,4.0,7.0,6.0,H,h,s,cr,SI,X,Po,in,FM
Papaver somniferum,7.0,4.0,7.0,6.0,T,h,s,cr,I+,X,Po,se,NM
Parietaria judaica,6.0,3.0,7.0,5.0,H,r,s,csr,,,W,wi,FM
Paris quadrifolia,3.0,6.0,7.0,6.0,G,r,vvs,csr,SC,AFXF,Dt,wi,FM
Parnassia palustris,8.0,8.0,7.0,2.0,H,h,sv,csr,,X,Dt,in,FM
Parthenocissus inserta,6.0,5.0,7.0,7.0,N,r,s,c,SC,AFXF,A,in,OM
Pastinaca sativa,7.0,4.0,7.0,5.0,H,h,s,c,SC,AFXF,A,in,OM
Paulownia tomentosa,,,,,M,r,s,c,,,Hh,in,OM
Pedicularis oederi,,,,,H,h,s,csr,,,Hh,se,NM
Pedicularis palustris,7.0,8.0,5.0,2.0,H,h,s,cs,SC,XF,Hh,se,NM
Pedicularis sceptrum-carolinum,,,,,H,h,s,cs,,,Hh,se,NM
Pedicularis sylvatica,7.0,7.0,1.0,2.0,H,h,s,csr,SC,X,Hh,se,NM
Pedicularis verticillata,,,,,H,h,s,csr,,,Hh,in,FM
Persicaria amphibia,7.0,10.0,6.0,4.0,H,r,vvs,cs,SI,X,B,in,FM
Persicaria hydropiper,7.0,7.0,5.0,6.0,T,r,s,cr,SC,AO,B,se,FM
Persicaria lapathifolia,6.0,6.0,6.0,7.0,T,r,s,cr,SC,AO,B,se,FM
Persicaria maculosa,6.0,5.0,6.0,7.0,T,r,s,cr,SC,AO,B,se,FM
Petasites albus,4.0,5.0,5.0,5.0,H,g,sv,cs,,X,B`,in,FM
Petasites hybridus,6.0,7.0,7.0,7.0,H,g,sv,cs,,X,B`,in,FM
Petasites spurius,,,,,H,g,sv,cs,,X,B`,in,OM
Petroselinum crispum,,,,,H,h,s,cr,SC,XF,A,in,FM
Peucedanum alsaticum,,,,,H,h,s,c,SC,XF,A,in,OM
Peucedanum officinale,7.0,4.0,8.0,2.0,H,h,sv,c,SC,XF,A,in,OM
Peucedanum ostruthium,,,,,H,h,sv,c,SC,XF,A,in,OM
Peucedanum palustre,7.0,9.0,5.0,4.0,H,h,ssv,cs,SC,XF,A,in,OM
Phacelia tanacetifolia,8.0,5.0,7.0,7.0,T,r,s,r,SC,AFXF,H,se,OM
Phalaris arundinacea,7.0,8.0,7.0,7.0,G,r,sv,c,SI,X,W,wi,FM
Phaseolus coccineus,,,,,T,r,s,,C+,AF,H,se,OM
Phaseolus vulgaris,,,,,T,r,s,,SC,AO,H,se,OM
Phegopteris connectilis,2.0,6.0,3.0,5.0,G,r,sv,cs,,,,,FM
Philadelphus coronarius,,,,,N,r,ssv,c,SI,X,HF,in,FM
Phleum alpinum,7.0,5.0,4.0,4.0,H,h,sv,csr,SI,X,W,wi,OM
Phleum arenarium,9.0,3.0,5.0,3.0,H,h,s,sr,,,W,wi,NM
Phleum hirsutum,,,,,H,h,sv,cs,,,W,wi,OM
Phleum phleoides,,,,,H,h,ssv,csr,SI,X,W,wi,FM
Phleum pratense,7.0,5.0,6.0,6.0,H,h,ssv,c,C+,X,W,wi,OM
Phlomis tuberosa,,,,,H,h,sv,c,SC,XF,H,in,OM
Phlox paniculata,,,,,H,r,sv,c,SC,AFXF,F,in,OM
Phragmites australis,,,,,A,r,vvs,cs,I+,X,W,wi,FM
Phyllitis scolopendrium,,,,,H,g,s,cs,,,,,OM
Physalis alkekengi,5.0,6.0,8.0,7.0,G,r,sv,c,SC,AFXF,B,se,OM
Phyteuma hemisphaericum,,,,,H,h,sv,csr,SI,X,,se,FM
Phyteuma orbiculare,7.0,4.0,7.0,3.0,H,h,s,csr,SI,X,,se,OM
Phyteuma spicatum,5.0,5.0,6.0,5.0,H,h,s,csr,SI,X,,se,FM
Picea abies,-5.0,6.0,4.0,4.0,M,r,s,c,SI,X,W,wi,OM
Picea pungens,,,,,M,r,s,c,SI,X,W,wi,OM
Picris echioides,,,,,T,h,s,csr,SC,X,B`,se,OM
Picris hieracioides,8.0,4.0,7.0,3.0,H,h,s,csr,SI,X,B`,se,OM
Pieris floribunda,,,,,N,r,s,,SC,AFXF,B,in,OM
Pilularia globulifera,8.0,9.0,4.0,2.0,A,r,sv,,,X,,,FM
Pimpinella major,7.0,5.0,7.0,6.0,H,h,s,c,SC,XF,A,in,FM
Pimpinella saxifraga,7.0,3.0,6.0,2.0,H,h,s,cs,SC,XF,A,in,FM
Pinellia ternata,,,,,G,g,sv,,,,Dke,in,OM
Pinguicula alpina,,,,,G,g,sv,s,SC,XF,Dkl,in,NM
Pinguicula vulgaris,8.0,8.0,6.0,2.0,G,g,sv,s,SC,AF,Hb,se,FM
Pinus cembra,,,,,M,r,s,c,,XF,W,wi,OM
Pinus mugo,8.0,6.0,4.0,3.0,M,r,s,c,SC,X,W,wi,OM
Pinus nigra,-7.0,3.0,8.0,2.0,M,r,s,c,I+,X,W,wi,OM
Pinus strobus,,,,,M,r,s,c,,XF,W,wi,OM
Pinus sylvestris,-7.0,5.0,2.0,2.0,M,r,s,c,C+,X,W,wi,FM
Pinus uncinata,,,,,M,r,s,c,,XF,W,wi,OM
Pisum sativum,,,,,T,r,s,cr,SC,AO,H,se,OM
Plantago atrata,,,,,H,g,s,csr,,,Wb,wi,OM
Plantago coronopus,8.0,6.0,6.0,4.0,H,g,s,s,,,Wb,wi,OM
Plantago lanceolata,6.0,5.0,6.0,4.0,H,g,ssv,csr,I+,X,Wb,wi,OM
Plantago major,7.0,5.0,6.0,6.0,H,g,ssv,csr,SC,XF,Wb,wi,OM
Plantago maritima,8.0,7.0,6.0,4.0,H,g,s,s,SI,X,Wb,wi,OM
Plantago media,7.0,4.0,7.0,3.0,H,g,sv,csr,I+,X,Wb,wi,OM
Platanthera bifolia,6.0,5.0,6.0,2.0,G,h,s,csr,SC,XF,Fn,in,OM
Platanthera chlorantha,5.0,5.0,7.0,4.0,G,h,s,csr,SC,XF,Fn,in,OM
Poa alpina,7.0,5.0,6.0,3.0,H,h,sv,cs,SC,AFXF,W,wi,FM
Poa angustifolia,7.0,4.0,6.0,3.0,H,h,sv,cs,SC,AFXF,W,wi,OM
Poa annua,7.0,5.0,6.0,7.0,H,h,ssv,r,SC,AF,W,wi,FM
Poa badensis,,,,,H,h,s,csr,SC,AFXF,W,wi,FM
Poa bulbosa,8.0,3.0,5.0,2.0,H,h,v,sr,SC,AFXF,W,wi,OM
Poa compressa,9.0,3.0,7.0,3.0,H,r,sv,csr,SC,AFXF,W,wi,FM
Poa glauca,7.0,5.0,6.0,3.0,H,h,sv,,SC,AFXF,W,wi,OM
Poa nemoralis,4.0,5.0,5.0,4.0,H,r,sv,csr,SC,AFXF,W,wi,FM
Poa palustris,6.0,8.0,6.0,6.0,H,h,sv,cs,SC,AFXF,W,wi,FM
Poa pratensis,6.0,5.0,6.0,6.0,H,h,sv,c,SC,AFXF,W,wi,FM
Poa trivialis,6.0,6.0,6.0,6.0,H,h,sv,csr,SC,AFXF,W,wi,FM
Polemonium caeruleum,5.0,5.0,7.0,6.0,H,h,ssv,csr,SC,XF,BHb,in,OM
Polygala amara,,,,,C,h,s,csr,SC,AFXF,B,se,NM
Polygala amarella,8.0,6.0,8.0,1.0,C,h,s,csr,SC,AFXF,B,se,FM
Polygala calcarea,,,,,C,h,s,csr,SC,AF,B,se,OM
Polygala chamaebuxus,,,,,S,r,sv,cs,SC,AFXF,B,in,FM
Polygala comosa,,,,,H,r,s,csr,SC,AFXF,BHb,se,OM
Polygala serpyllifolia,8.0,6.0,2.0,2.0,C,r,s,csr,SC,AF,B,se,OM
Polygala vulgaris,,,,,C,r,s,csr,SC,AF,B,se,OM
Polygonatum multiflorum,2.0,5.0,6.0,5.0,G,r,sv,csr,,,Hh,se,FM
Polygonatum odoratum,5.0,3.0,7.0,3.0,G,r,sv,csr,,,Hh,se,FM
Polygonatum verticillatum,4.0,5.0,4.0,5.0,G,r,sv,csr,SC,AF,H,se,FM
Polygonum aviculare,7.0,5.0,6.0,7.0,T,r,s,r,SC,AO,B,se,FM
Polypodium vulgare,5.0,4.0,2.0,2.0,C,r,sv,cs,SC,AO,,se,FM
Polypogon monspeliensis,8.0,8.0,7.0,6.0,T,h,s,,,,W,wi,FM
Polystichum aculeatum,3.0,5.0,6.0,5.0,C,g,s,cs,,,,,FM
Polystichum braunii,,,,,C,g,s,cs,,,,,FM
Polystichum lonchitis,6.0,5.0,7.0,3.0,H,g,s,cs,,,,,FM
Polystichum setiferum,3.0,5.0,5.0,5.0,C,g,s,cs,,,,,OM
Populus alba,-5.0,6.0,7.0,6.0,M,r,ssv,c,,X,W,wi,FM
Populus nigra,-5.0,8.0,7.0,7.0,M,r,ssv,c,,X,W,wi,OM
Populus tremula,-6.0,5.0,5.0,5.0,M,r,sv,c,,X,W,wi,OM
Populus trichocarpa,,,,,M,r,ssv,c,,X,W,wi,OM
Portulaca oleracea,7.0,4.0,7.0,7.0,T,r,s,r,SC,AO,AB,wi,FM
Potamogeton crispus,6.0,12.0,7.0,5.0,A,r,vvs,,SC,AFXF,W,wi,NM
Potamogeton gramineus,7.0,12.0,5.0,3.0,A,r,sv,,SC,XF,W,wi,NM
Potamogeton lucens,6.0,12.0,6.0,6.0,A,r,sv,,SC,XF,W,wi,NM
Potamogeton natans,6.0,11.0,6.0,4.0,A,r,vvs,,SC,XF,W,wi,FM
Potamogeton pectinatus,6.0,12.0,7.0,7.0,A,r,vvs,,SC,AFXF,W,wi,NM
Potamogeton perfoliatus,6.0,12.0,6.0,5.0,A,r,vvs,,SC,XF,W,wi,NM
Potamogeton polygonifolius,7.0,10.0,3.0,2.0,A,r,sv,,SC,XF,W,wi,NM
Potamogeton praelongus,7.0,12.0,7.0,4.0,A,r,sv,,SC,XF,W,wi,NM
Potentilla anglica,7.0,5.0,5.0,4.0,H,g,sv,cs,,,AB,in,OM
Potentilla anserina,7.0,6.0,7.0,6.0,H,g,sv,csr,SI,X,AB,in,OM
Potentilla argentea,8.0,2.0,3.0,1.0,H,h,s,cs,SC,AF,AB,se,OM
Potentilla aurea,,,,,H,h,sv,csr,,,AB,se,OM
Potentilla crantzii,7.0,4.0,7.0,2.0,H,h,sv,csr,,,AB,se,OM
Potentilla erecta,6.0,7.0,3.0,2.0,H,r,sv,csr,SI,X,AB,in,FM
Potentilla fruticosa,8.0,6.0,8.0,2.0,N,r,ssv,c,,,AB,se,OM
Potentilla palustris,,,,,C,r,sv,cs,C+,AFXF,AB,se,FM
Potentilla recta,8.0,3.0,5.0,2.0,H,h,ssv,cs,SC,XF,AB,se,OM
Potentilla reptans,6.0,5.0,7.0,5.0,H,g,sv,csr,,,AB,in,OM
Potentilla rupestris,7.0,4.0,6.0,2.0,H,h,ssv,cs,SC,AFXF,AB,se,OM
Potentilla sterilis,,,,,H,h,sv,csr,,,AB,se,OM
Potentilla supina,,,,,H,h,s,sr,,,AB,in,OM
Potentilla tabernaemontani,,,,,H,h,sv,csr,,,AB,se,OM
Primula auricula,,,,,H,g,sv,csr,I+,X,Ft,in,OM
Primula elatior,4.0,5.0,7.0,6.0,H,g,sv,csr,I+,X,HhFt,in,OM
Primula farinosa,8.0,8.0,8.0,2.0,H,g,sv,csr,I+,X,Ft,in,OM
Primula minima,,,,,H,g,sv,s,SI,X,Ft,se,FM
Primula veris,7.0,4.0,7.0,3.0,H,g,sv,csr,I+,X,HhFt,in,FM
Primula vulgaris,5.0,5.0,6.0,4.0,H,g,sv,csr,SC,X,HhFt,in,OM
Prunella grandiflora,,,,,C,h,sv,csr,SC,XF,Hh,se,OM
Prunella vulgaris,7.0,5.0,6.0,4.0,C,r,sv,csr,SC,X,H,se,FM
Prunus armeniaca,,,,,M,r,s,c,SC,AFXF,AB,in,OM
Prunus avium,-4.0,5.0,6.0,5.0,M,r,s,c,SI,X,AB,se,OM
